name,elo_Hard,elo_Clay,elo_Grass,matches_Hard,matches_Clay,matches_Grass,elo_overall
Stephane Bohli,1472.6404558229265,1474.254461013152,1500.0,15,6,1,1469.382902172969
Nicklas Utgren,1483.4158416098137,1465.8516320480155,,2,8,0,1469.364473960375
Julio Silva,1469.449070157467,1469.32766717133,,3,10,0,1469.3556832450538
Ion Moldovan,,1469.6368804780689,,0,15,0,1469.348579937385
Ayrton Wibowo,1469.346994480496,,,3,0,0,1469.3469944804958
Hermes Gamonal,1472.156936277374,1466.0852229459754,,3,12,0,1469.343342761489
Hideki Kaneko,1457.1543025592782,1485.6776690959882,,11,2,0,1469.1995117154702
Lars Burgsmuller,1465.3683121284996,1466.90947009846,1451.2852537139793,130,64,26,1469.179341208251
Franco Davin,1464.797618848668,1469.280852676201,,3,120,0,1469.171505509676
Vincent Millot,1466.8904240361835,1477.7260015062477,1500.0,26,3,1,1469.077634315317
Takanyi Garanganga,1469.066821443565,,,11,0,0,1469.066821443565
Joseph Victorino,1467.3447262587545,1470.0404261206036,,3,5,0,1469.02953867241
Ignacio Garcia,1468.8847311308516,,,5,0,0,1468.8847311308516
Abdul Mumin Babalola,1468.7698945919988,,,3,0,0,1468.769894591999
Jose Luis Noriega,1468.2366834175727,1462.5506826612914,,3,5,0,1468.673418810696
Frederic Vitoux,1473.7185164126663,1457.261955291422,,5,5,0,1468.627487138222
Eero Vasa,1463.3272657239825,,,6,0,0,1468.5662277634135
Abou Berthe,1468.4914189170088,,,6,0,0,1468.4914189170088
Agustin Velotti,,1468.4370216937025,,0,4,0,1468.4370216937025
Marcello Craca,1487.1990488177046,1463.857099060352,1500.0,5,28,1,1468.352765228776
Thomas Shimada,1460.4375349557424,,1500.0,4,0,1,1468.350027964594
Michael Yani,1442.933286190568,1469.5633527730342,1513.1620284084208,9,3,5,1468.2882221221364
Juan Pablo Guzman,1502.5137535490985,1461.0456955198715,1482.1211457758384,3,18,2,1468.2872205024637
Olivier Patience,1414.562698650195,1484.9792302624176,1485.4915423368657,19,53,6,1468.2726548390258
Karol Beck,1463.0103979030423,1379.5430289837743,1500.2529084956964,111,22,32,1468.1959661949472
Nicolas Pereira,1446.197340196505,1469.9907150711315,1518.7675425591146,64,44,24,1468.1847041842918
Dinu Pescariu,1431.005206383422,1479.8007146962482,1501.961228625274,20,58,4,1468.1467779120126
Alejandro Gonzalez,1497.827775658024,1426.5538575364717,1482.835366991487,34,25,2,1468.1255990945504
Mohammed Rajan Sundera Karuppiah,1468.0599224851012,,,3,0,0,1468.0599224851012
Gaston Etlis,1578.8056962056046,1394.613309816527,1500.0,31,50,1,1467.978332040558
Tatsuma Ito,1455.1839458254676,1483.3033994490252,1495.814464954229,67,13,20,1467.948413199704
Vaja Uzakov,1467.9672705998005,1467.8731144219626,,3,3,0,1467.9201925108816
Manuel Tejada,1513.0026472479974,1452.8895700721198,,2,6,0,1467.9178393660893
Viktor Filipenko,1467.8759480164586,,,3,0,0,1467.8759480164583
Armando Perez,1437.534527218288,1497.9425261164893,,5,5,0,1467.738526667389
Bing Pan,1508.1273686716777,1518.7629488375246,1485.4329444297323,12,4,2,1467.6414956842484
Tim Smyczek,1465.7092277537326,1464.4540114785966,1479.9256925957236,98,12,18,1467.5907415963438
Irakli Kunchulia,,1467.512025614809,,0,3,0,1467.512025614809
Sergio Roitman,1393.6255516034132,1488.670725314151,1464.8706164310622,18,62,6,1467.4950413439676
Martin Jaite,1494.771162320969,1448.575423031652,,18,26,0,1467.4736800136452
Claudio Mezzadri,1468.674396332472,1466.5757534137445,1500.0,14,44,1,1467.4720362207902
Yasitha De Silva,,1467.4318881086474,,0,3,0,1467.4318881086474
Emilio Nava,1463.2525045213326,1500.0,1500.0,16,1,1,1467.335559574518
Laurent Recouderc,1441.2203062556896,1497.1734112518682,,8,7,0,1467.3317552539063
Glenn Weiner,1466.5972269321346,,1472.1413227883756,33,0,5,1467.3267132290084
Sergis Kyratzis,1454.846324997188,1477.291155986467,,4,5,0,1467.3156755467874
Sten Sumberg,,,,0,0,0,1467.2461248690822
Enzo Pigola,,1467.2370750197958,,0,3,0,1467.2370750197958
Alistair Hunt,1447.8419915023344,1479.3505244781916,1500.2158285154303,17,4,3,1467.1882868008165
Nodar Itonishvili,1500.0,1458.9289931789638,,1,4,0,1467.143194543171
Oliver Golding,,,1467.093773767157,0,0,3,1467.0937737671568
Yshai Oliel,1464.2215559766632,1474.5255580441792,,8,3,0,1467.0317383587133
Martins Podzus,1464.2463925924692,1471.338636422613,,8,5,0,1466.974178680986
Hazuan Hizan,1466.853007269115,,,5,0,0,1466.853007269115
Charalampos Kapogiannis,,1466.759807686358,,0,3,0,1466.759807686358
Tomas Nydahl,1425.7203903800828,1480.8196579847163,1451.677845727521,19,40,5,1466.7356479044945
Nicholas Malcolm,1466.662771122671,,,3,0,0,1466.662771122671
Aleksandar Kovacevic,1470.1876396024486,1439.5501139523917,1483.1958519161524,35,8,5,1466.43640744345
Nino Serdarusic,1472.911547400778,1462.0151157323432,,4,6,0,1466.3736883997171
Brian Devening,1459.588177575857,1465.0020706309492,1500.0,4,5,1,1466.3363063458175
Rui Machado,1421.63750411625,1483.403252167969,1500.0,23,56,1,1466.2948785699057
Peter Tramacchi,1450.9082974080973,1478.4200781077748,1490.9643701838172,12,3,6,1466.2831440153998
Javier Marti,1494.9612475005024,1449.2490565779435,1514.0454320111514,2,9,2,1466.250374478831
Bradley Klahn,1467.0410477785863,1456.020877855291,1466.5145515089907,43,4,9,1466.169277312166
Jesse Flores,1466.1503181227704,,,3,0,0,1466.1503181227702
Marvin Rolle,1457.465044275479,1483.455020707675,,4,2,0,1466.1283697528777
Nicolas Devilder,1437.581491307556,1475.687610967164,1495.3745182026378,21,44,6,1466.0804691440803
Mubarak Shannan Zayid,1465.993226210992,,,4,0,0,1465.993226210992
Markus Zillner,,1465.886321653608,,0,6,0,1465.886321653608
Mate Valkusz,1484.2001678462918,1451.073542821057,,4,5,0,1465.7964872767168
Mark Merklein,1471.541911170729,1436.0820084155996,1500.0,25,6,1,1465.782494680057
Oscar Burrieza,1443.856584975989,1486.2274706281137,1488.9423050644252,11,2,7,1465.5939767353848
Giorgio Galimberti,1484.8672387447057,1455.355050768102,,9,18,0,1465.49627684928
Ramayah Ramachandran,1459.8806026147931,1481.9320542587602,1500.0,12,2,1,1465.4954226596694
Ivan Baron,1467.7950601924117,1464.2579130206152,,3,6,0,1465.4369620778807
Hani Al Ali,1465.4034846397024,,,7,0,0,1465.4034846397024
Hendrik Jan Davids,1470.320548421205,1465.545066185229,1466.024435487289,11,7,6,1465.3300332900878
Andrei Olhovskiy,1412.3228316400866,1447.564729692159,1493.6364930451095,71,43,32,1465.1202422041304
Jean Nabi,1450.9693285936316,1500.0,,5,1,0,1464.978091852594
Erling Tveit,1469.1550653808245,1461.6898167392517,,3,4,0,1464.8892090142112
Alun Jones,1464.8782693094042,,,13,0,0,1464.878269309404
Tomas Zib,1453.7169950067196,1472.4355567675252,1482.428512113872,62,55,16,1464.860504490494
Kevin Kim,1471.8387017262585,1459.2914176725717,1421.3659739305745,104,15,18,1464.805720211077
Dmitriy Makeyev,1455.7310892447424,1483.4417410870778,,8,2,0,1464.7938360120088
Lukas Mugevicius,1467.3718658335558,1451.3268258540718,,7,4,0,1464.7425303542648
Miles Maclagan,1500.0,1446.709475525473,1477.5861766973264,1,7,7,1464.6713043706395
Karim Mohamed Maamoun,1517.3736200751512,1440.7996471921706,,4,9,0,1464.3608696177032
Salifu Mohammed,1443.7029481740065,1516.0,,5,2,0,1464.3592486957189
Guillaume Couillard,1500.0,1456.3697304071372,,1,9,0,1464.3025066967489
Juan Borba,,1464.2525839119928,,0,5,0,1464.2525839119928
Elliot Benchetrit,1474.0534427704558,1460.5348489440182,,3,8,0,1464.2217381694102
Alex Calatrava,1481.4329200750449,1458.1505290552136,1425.8550608333385,54,114,7,1464.1563511603276
Patrick McEnroe,1461.6461828651018,1479.3993931018094,1427.581447578629,134,26,13,1464.1342374466783
David Adams,1402.5472044319151,1468.73642506387,1527.970521722679,13,3,7,1464.109806826826
Andres Vysand,,1457.6587484064446,,0,6,0,1464.067590324542
Abdelhak Hameurlaine,1500.0,1455.9503578728254,,1,9,0,1464.0623727965517
Ilia Kushev,,1458.8425961907778,,0,7,0,1463.9872716669306
Max Hans Rehberg,,1463.829553111988,,0,4,0,1463.829553111988
Alberto Mancini,1504.140841086717,1431.4520586645997,,40,53,0,1463.8216049796124
Ibrahim Abou Chahine,1454.7744193870594,1500.0,,4,1,0,1463.8195355096475
Dineshkanthan Thangarajah,1453.4920807940323,1468.2152169209069,,4,9,0,1463.6850211895608
Timo Nieminen,1470.2857406010785,1456.516958628864,,3,8,0,1463.5827409028454
Bart Wuyts,1461.6092372307023,1489.2886796462903,1500.0,8,48,1,1463.5797590281595
Raoul Behr,1464.8962982778614,1462.4792640204214,,3,4,0,1463.5151358450385
Jim Grabb,1436.1325242221903,1473.520500475536,1468.1445717418662,109,7,10,1463.5017562498624
Alexandar Lazov,1457.1863119635375,1500.0,,6,1,0,1463.3025531116036
Yang Tat Lim,1456.2925819260768,1484.0,,6,2,0,1463.2194364445577
Karan Rastogi,1457.722422339556,1484.736306793522,,8,2,0,1463.1251992303492
Gilles Kremer,1468.9010594639165,1448.193025682773,,18,7,0,1463.1028100051965
Tigre Hank,1457.1172619209635,1484.0,,7,2,0,1463.091203716305
Bar Tzuf Botzer,1463.0415634785509,,,4,0,0,1463.0415634785509
Patrik Fredriksson,1479.320337858451,1456.232904283141,1500.0,12,18,1,1463.0397604181828
Andrew Sznajder,1415.5861102296335,1507.930831081634,1500.0,12,11,1,1462.9708985861432
Ze Zhang,1444.5803674364968,1547.3492280277658,1511.3982637579008,47,8,3,1462.9377647501865
Kristian Pless,1462.8170828439977,1431.988123910663,1425.9777759246358,84,26,16,1462.8942687192518
Harel Levy,1437.0041417592292,1510.2836665686311,1478.6524667625697,97,41,16,1462.79463631637
Alkis Papamichael,1484.0,1452.177627658693,,2,4,0,1462.7850851057954
Francesco Aldi,,1458.1165102886566,,0,8,0,1462.7702313676948
Kuen Yiep Ho,1453.371411182453,1500.0,,4,1,0,1462.6971289459625
Frederik Fetterlein,1497.0874258976637,1413.1042160906757,1481.0325328664242,23,34,9,1462.6775939581742
Marcos Ondruska,1441.6306648257707,1503.29105083917,1489.9749284490858,148,57,30,1462.6478350423054
Didac Perez,,1462.6033671303717,,0,7,0,1462.6033671303717
Donald Johnson,1464.8731445418753,1457.9100499123276,1487.36722005306,7,14,2,1462.5907456813843
Sergio Cortes,1489.139890043451,1451.5260909158503,,10,24,0,1462.5889730122033
Adelo Abadia,1500.0,1456.264420280514,,1,6,0,1462.5123602404406
Mark Koevermans,1457.1334225235228,1461.0827322466953,1500.0,6,31,1,1462.4709034561204
Mark Hilton,,,1462.438211303069,0,0,5,1462.438211303069
Jeff Tarango,1399.9474151228096,1544.2775292259053,1478.8155044157372,241,95,32,1462.389112507405
Francisco Montana,1379.9373526575864,1508.3924549189453,1482.5643993767176,16,26,4,1462.2863631472517
Dimitar Grabuloski,1488.510948692373,1441.160629568449,,4,5,0,1462.2052158457486
Karl Hale,1451.3218323725837,1483.4474148938111,,4,2,0,1462.0303598796593
Wisnu Adi Nugroho,1462.0293006160657,,,6,0,0,1462.0293006160657
Yu Hui Lien,1515.1912166222396,1430.6267460088789,,4,8,0,1461.9829872738455
Laurent Lokoli,1446.0113716267456,1482.6965458628872,1500.0,5,2,1,1461.931243732438
Dieter Kindlmann,1479.3245953862986,1449.4544117370233,,5,7,0,1461.900321590888
Bret Garnett,1456.4387251593894,,,8,0,0,1461.6759573482764
Tuomas Ketola,1472.772183304333,1447.3611647786377,1464.1618777886997,36,12,6,1461.538142588241
Rares Cuzdriorean,1451.8907604165092,1500.0,,4,1,0,1461.5126083332077
Pere Riba,1392.7678689596034,1487.024490655194,1434.916583240072,21,61,5,1461.278184992171
Stephane Huet,1424.4245525829738,1498.09872321044,1487.3237727217488,22,19,7,1461.0393067830885
Li Tu,1443.3405937931475,,1487.41381615051,6,0,4,1460.9698827360924
Bjorn Munroe,1500.0,1450.9977987619857,,1,4,0,1460.7982390095883
Alexander Peya,1487.4890046515382,1452.582778157624,1417.530960041847,23,24,19,1460.7117340988034
Emilio Sanchez,1468.339766491826,1459.604421530814,1484.004279773503,61,159,2,1460.6866424598468
Juan Sebastian Langton,1451.852071176514,1484.8276615325908,,10,2,0,1460.628925756179
Federico Zeballos,1491.5639422684987,1429.5896743435344,,8,8,0,1460.5768083060166
Andrei Rybalko,1484.1291219398695,1446.086025198394,,2,11,0,1460.4753988458972
Carl Limberger,1445.1861430255633,1482.4771500465756,1484.0,9,4,2,1460.305592494425
Giovanni Lapentti,1519.087272151702,1391.2989805847012,1502.7576091092485,24,25,6,1459.9484768020334
Ryuso Tsujino,1446.216217756157,1482.5143897487626,,5,2,0,1459.9336262413194
Seanon Williams,1461.58247463606,1457.0159031263097,,6,4,0,1459.75584603216
Christo Van Rensburg,1401.163363863615,1445.072656641691,1576.7345493281805,38,5,21,1459.4501283818106
Bertrand Lacombe,,1459.43450716257,,0,4,0,1459.43450716257
Petros Chrysochos,1453.0977301597109,1468.2747479528923,,7,5,0,1459.4214875735368
Kiranpal Pannu,1459.4189652659704,,,7,0,0,1459.4189652659704
Marcos Aurelio Gorriz,1439.5573801899998,1461.6012658594093,1488.217497636744,16,72,4,1459.2121454022702
Thai Son Kwiatkowski,1452.284019221432,,1500.0,6,0,1,1459.1005879040845
Jason Jung,1436.516749020892,1500.0,1516.9854169488735,25,1,9,1459.0224993732047
Louis Gloria,1436.3683759076634,1509.7421929084317,1453.4424011586482,11,3,7,1458.984761044705
Christos Hadjigeorgiou,1458.9365732627548,,,4,0,0,1458.9365732627548
Markus Zoecke,1453.351289882561,1440.8254142512967,1457.4034593499566,70,9,13,1458.8870344956954
Constant Lestienne,1464.3112291518128,1439.222512080447,1442.9919134418158,45,7,7,1458.8051913641934
Xavier Daufresne,1478.920517909921,1428.060575922399,,17,11,0,1458.7396375274402
Benjamin Mitchell,1458.6483545103924,,,5,0,0,1458.6483545103924
Andrei Gorban,1500.0,1436.0948658609468,,1,7,0,1458.4664061026629
Goran Tosic,,1458.4528302850626,,0,4,0,1458.4528302850626
Arjun Kadhe,1458.449325045929,,,4,0,0,1458.449325045929
Isak Arvidsson,1453.2237632601937,1500.0,,8,1,0,1458.42112289795
David Caldwell,1458.3654138948714,,,11,0,0,1458.3654138948714
Sebastian Prieto,1488.8587945645745,1450.4510738612798,,2,13,0,1458.3488468328617
Michael Venus,1442.0753675944748,1547.680673885798,,22,4,0,1458.32233779314
Jose Antonio Pepe Conde,,1458.2069826951831,,0,6,0,1458.2069826951831
Adel Lahdhiri,,1458.1279023748282,,0,4,0,1458.1279023748282
Zhe Li,1457.93567554032,,,20,0,0,1457.93567554032
Jermaine Smith,,1457.8992301387784,,0,4,0,1457.8992301387784
Maurice Ruah,1466.5625685634964,1437.743104814687,1462.4960405808006,39,20,7,1457.8944335333686
Victor Crivoi,1476.8470768394016,1446.602091117889,1493.8777977252955,12,36,3,1457.8712122170132
Peter Luczak,1510.4357101432884,1401.637969485475,1500.0941259210692,59,62,9,1457.831601075716
Marc Polmans,1438.5021029516458,1488.9450513911445,1501.7915828595378,15,5,3,1457.723110861262
Gerard Solves,1572.2836795833205,1420.3884267939925,1500.0,11,41,1,1457.698583736074
Alexander Lehnhoff,1453.4893463396338,1461.8942665841444,,4,4,0,1457.691806461889
Fernando Vicente,1494.7607072096107,1441.0539331532416,1473.9143027776984,103,241,17,1457.6233119936658
Vaclav Roubicek,1500.0,1450.422236742995,,1,6,0,1457.5047743511386
Patricio Arnold,1467.0447647882063,1451.6964682392172,,3,5,0,1457.4520794450882
Jabor Al Mutawa,1457.4472017259768,,,4,0,0,1457.4472017259768
Yasufumi Yamamoto,1415.7960796370653,,,14,0,0,1457.4316140944427
Helge Koll,1439.29938088137,1441.6654032365002,,7,7,0,1457.4280228589255
Richard Matuszewski,1403.5317189449245,,1503.360851938911,12,0,9,1457.3954780820245
John Farrington,1457.375983878194,,,6,0,0,1457.375983878194
Kaipo Marshall,1457.1507674173454,,,6,0,0,1457.1507674173454
Elbert Sie,1457.145333401981,,,12,0,0,1457.145333401981
Horacio De La Pena,1500.0,1455.7509405731369,1484.0308215004502,1,73,2,1457.0773724321036
Aleksandr Nedovyesov,1457.8553401604108,1457.492211956912,1453.2729476315192,17,10,5,1457.025863764178
Christophe Rochus,1442.6853868093915,1489.9215478360525,1335.101470639362,127,166,25,1456.9251383937935
Broderick Dyke,1456.7309325160363,,,4,0,0,1456.7309325160363
Ignaci Roca,1456.494047265189,,,4,0,0,1456.494047265189
Shehab Shehab,1456.406422728645,,,4,0,0,1456.406422728645
Photos Kallias,1453.8340226098976,1450.0645640695466,,4,7,0,1456.3690836518542
Sasa Hirszon,1479.5651745694634,1421.285041293266,1516.988558064973,6,17,2,1456.2960723843694
Adam Walton,1439.717472349546,1500.0,1482.5914599799323,9,1,4,1456.27307793326
Lee Childs,1515.8720198495216,,1435.8702332606397,2,0,8,1456.2459914349238
Emanuel Rasberger,,1455.933936154183,,0,5,0,1455.933936154183
Juan Garat,,1455.8824912017217,,0,7,0,1455.8824912017217
Alexandros Jakupovic,1471.7973683569744,1452.7048020356158,,3,12,0,1455.879171453507
Roberto Cid,1467.3164188606752,1438.6871536082945,,9,6,0,1455.8647127597228
Massimo Ardinghi,,1455.6945864430438,,0,4,0,1455.6945864430438
Gorka Fraile,1500.0,1450.1158428337988,,1,8,0,1455.6585269633767
Geoffrey Blancaneaux,1446.711508208079,1500.0,,5,1,0,1455.5929235067324
Christian Vinck,1445.992875836038,1437.3500561812452,1499.23986801467,29,19,13,1455.5181763965452
Michihisa Onoda,1455.5146739584502,,,4,0,0,1455.5146739584502
Fredrik Jonsson,1456.9049836789648,1431.76309927819,1492.3641171606791,22,10,2,1455.4659634462826
Chris Wilkinson,1385.8682465852205,1499.5470158276116,1485.8964458224675,24,4,44,1455.4256191487748
Lars Koslowski,1508.1848223542872,1389.4972590173452,1500.0,18,16,1,1455.4112650523125
Sergey Betov,1442.881100642249,1486.5503142322225,,5,2,0,1455.358018810813
Brendan Evans,1430.5210827940737,,1504.9582955962276,14,0,7,1455.3334870614583
Frederic Niemeyer,1414.1305591867822,1504.2212764520991,1504.084881768684,26,11,3,1454.933334682083
Ignacio Carou,,1454.921365032114,,0,4,0,1454.921365032114
Gavaskar Williams,1454.8718751773815,,,4,0,0,1454.8718751773815
Vladimir Margalitadze,,1454.777053991108,,0,4,0,1454.777053991108
Zeljko Krajan,1480.9338536372863,1442.12283864981,1500.0,9,26,1,1454.6918510170442
Steve Bryan,1459.103624173174,1439.9637882958998,1438.28300513079,59,9,10,1454.5698676203071
Paul Kilderry,1427.318599344953,1500.0,1486.195496995856,18,1,6,1454.290026674859
Nasser Ghanim Al Khulaifi,1445.4162912190282,1480.8002538386338,,9,3,0,1454.2622818739294
Edan Leshem,1440.3004682840726,1505.2921045662422,,11,3,0,1454.2272474873948
Daniel Glancy,1454.2219719688428,,,6,0,0,1454.2219719688428
Slimane Saoudi,1500.4409575686589,1446.4798000685378,,3,18,0,1454.1885368542692
Adrian Ungur,1472.5359472291484,1444.1750948356198,1459.116398705262,19,37,4,1454.1521183515465
Steve Campbell,1422.7002085931415,1502.338149520523,1513.5247645146326,52,21,8,1454.1493298137511
Jamie Baker,1495.3782006452095,1508.123414633005,1437.7809991901645,4,3,20,1454.1297418623387
Mike Scheidweiler,1441.537584604964,1463.5260938176568,,11,8,0,1453.99641957558
Brian Dunn,1433.9949407394977,1487.1963330226465,,10,6,0,1453.9454628456783
David Rikl,1411.9857932825812,1473.9740414955531,1454.0768456825413,44,74,10,1453.9378606035502
Sam Barry,1440.7071809879817,1500.0,,7,1,0,1453.8833629906524
Issam Al Tawil,1441.5682385600878,1484.5069326621824,,5,2,0,1453.836436874972
Marko Topo,,1453.8228829215634,,0,5,0,1453.8228829215634
Julian Reister,1436.5691569425048,1452.8689900327724,1463.343667415689,6,32,9,1453.7774089467696
Mike Vermeer,1453.692783319587,,,4,0,0,1453.692783319587
Ouassel Hared,,1453.6704682533828,,0,4,0,1453.6704682533828
David Guez,1443.5511395413791,1484.185572749782,,14,3,0,1453.4595928793697
Diego Junqueira,1501.153753875759,1441.224550227532,1500.0,8,35,1,1453.4565747493114
Cem Ilkel,1481.8621715813158,1381.7511499370212,1468.512300345457,26,11,3,1453.3304002864454
Pavel Baranov,1453.1894016287342,,,6,0,0,1453.1894016287342
Thiago Alves,1433.818751595,1464.9786512182018,1502.6401417756929,19,10,5,1453.104220628397
Valentin Sanon,1464.2489416727092,1466.9535924062625,,14,9,0,1453.03169647421
Mohammed Al Nabhani,1452.8786567781965,,,8,0,0,1452.8786567781965
Thierry Ascione,1444.3503264121289,1452.7604439058584,1462.657888962768,34,30,4,1452.872067754308
Khalid Al Nabhani,1452.491509977021,,,6,0,0,1452.4915099770212
Haithem Abid,1456.4968698845914,1449.7073747711222,,4,6,0,1452.42317281651
Haydn Lewis,1447.8360263971797,1468.9912147085995,,11,3,0,1452.369281035341
Rodolphe Gilbert,1465.1351218607333,1433.627292547773,1413.4167170592104,64,63,8,1452.2143634077163
Daniels Tens,1452.029687047031,,,4,0,0,1452.029687047031
Juan Pablo Brzezicki,1484.5585601786609,1446.5649370107033,,2,21,0,1451.957533232587
